id	other_income
411206105	0
411210102	0
411230102	12000
411213102	36000
411219103	0
411214103	0
411214104	0
411228104	0
411206109	0
411217105	14400
411720104	0
411673102	0
411688105	0
411677102	0
411677101	0
411710102	0
411716103	0
410419102	100000
410410102	0
410449104	20000
793344431	10000
410438102	0
410452102	0
410420101	0
410442104	0
410447102	0
410411102	10000
410442103	20000
410447104	30000
410455103	0
410444105	0
410443101	30000
410438105	0
410381102	0
410416104	12000
410413103	0
410416103	21000
410412101	0
410411105	10000
410439103	0
410449101	10000
410444104	0
410455101	30000
410408104	18000
410428101	24000
410399104	0
410448102	0
410390108	0
410390106	0
410389105	0
410477102	0
410454105	17000
410471102	0
410425102	30000
410403106	0
410469102	0
410426104	0
410407104	22000
410435103	0
410426105	0
410403105	0
410448103	0
410397103	0
410408103	0
410468101	0
410404103	0
410400102	0
410392102	0
410428105	10000
410399103	1500
410436103	0
410430103	0
410402103	0
410409102	0
410476102	0
410425101	0
410427101	0
410383103	0
410385103	0
410430102	0
410401103	37000
410407102	10000
410390101	0
410399102	24000
410399105	13000
410401105	26000
410426103	36000
410403102	0
410390105	40000
410407105	14400
410400104	0
410428104	0
410436101	36000
410528102	0
410525104	10000
150889431	48000
410511103	40000
896297432	36000
410531103	0
410529102	0
410502103	0
411170431	0
411173103	0
411175103	30000
411169104	30000
411168102	10000
411796103	0
411168104	12000
411168103	30000
411158101	0
411807431	0
411793103	0
411814104	30000
411151101	20000
411814431	30000
411793104	36000
411812105	0
411811103	0
411793106	30000
411807105	0
411162104	50000
411169103	30000
411170103	0
411812106	0
411814432	25000
411173105	0
411804105	0
411151105	2000
411812104	0
411175109	30000
411175104	30000
411173104	0
411162103	50000
411172104	0
411159102	4500
411166104	0
411793105	36000
411156104	20000
411151104	25000
411166102	0
410147103	30000
410151104	0
410149105	0
410151105	0
410147104	30000
410159104	0
411445104	72000
411398105	0
411386103	0
411398101	0
411398431	0
411458104	12000
411392102	0
411405103	0
411405104	0
411461104	0
411459103	0
411417102	25000
411461103	9000
411392101	0
410024102	0
410028102	0
411004103	0
411004104	0
410989103	22000
410966103	0
410987104	20000
411001104	0
411004105	2000
410952104	42000
410984104	0
410964104	0
410966108	0
410950103	0
411001103	70000
410954103	0
410966104	0
410991103	30000
410965106	0
410991107	0
411001106	0
410991105	0
410991106	20000
410983103	0
410960105	0
410970104	18000
410979105	0
410954104	0
411003103	0
410952105	0
410952101	0
410959103	0
410959104	0
410954107	0
410987103	20000
410964103	0
410983104	0
410973104	0
410970105	50000
410991104	0
410989104	0
410987102	20000
410950104	0
410984103	20000
410997103	0
410988103	0
411004106	0
411556103	0
411569102	0
411573104	0
411536102	25000
411568101	0
411542101	0
411536101	0
411547104	2800
411528103	0
411497103	40000
411556102	0
411542104	0
411532102	600000
411547102	35000
411517103	0
411477104	1500
411499102	0
411578103	25000
411537102	33000
411508104	28000
410481102	0
410563105	0
410579103	0
410563102	0
410481103	0
410481101	30000
410561102	0
410562101	50000
410562103	0
410481105	0
410555101	0
410555103	0
410481104	30000
410558101	0
410040101	0
410040104	0
410040103	40000
410072102	0
410127102	0
411489104	0
411478104	40000
411489431	28000
411491102	72000
411489103	0
411478102	50000
411496103	0
411470103	0
410718101	0
410704103	0
410717104	0
410710104	36000
410339102	0
410292104	0
410292103	20000
410332106	0
410331102	0
410292102	0
410663103	0
410663105	0
420338101	0
420331431	0
420353103	0
420312101	0
420363102	0
420345103	0
420316104	3000
420331104	0
420331103	0
420314102	3000
420311104	45000
420345101	24000
420328102	35000
420343103	0
420357103	25500
420357104	10000
420325104	0
420023103	0
420028105	36000
420456105	0
360163103	0
420282105	45000
420301104	30000
360163104	0
360164105	0
420085432	0
360168104	0
420297106	20000
360220101	10000
360168103	0
420085431	0
360167103	25000
420088103	100000
360220102	10000
420282104	45000
420290102	18000
420088102	0
420254101	0
420279101	0
420272102	21000
420253102	10000
420272101	0
420267102	0
420453431	0
430303103	0
430597102	20000
430595101	60000
430357104	72000
430326103	0
430376104	0
430537103	40000
430544102	0
430366103	0
430593102	15000
430537101	30000
430303104	0
430376101	0
430326104	0
430595104	8000
430302107	0
430572101	0
430544103	10000
430302108	0
430521103	35000
430555103	0
430595102	50000
430370104	0
430366104	0
430521102	20000
430366105	0
430328103	0
430535106	0
430498104	0
430541103	0
430541104	0
430593103	8000
430300103	0
430535105	0
430328104	0
430370103	20000
430561103	20000
430592103	50000
430199431	0
430215103	0
411511101	0
411511104	12000
411519102	0
430441103	0
430493105	30000
430463103	0
430475102	0
430463104	0
430493103	50000
430490101	43800
430451104	0
430442104	0
430405104	0
430275102	0
430275105	0
430360103	0
430590103	0
430525101	15000
430530105	0
430530103	0
430276102	0
430566103	0
430532104	0
430276103	0
430525102	0
430576102	20000
430499104	0
430590101	0
430532105	0
430514102	50000
430533431	15000
430532103	20000
430566102	30000
430527102	0
430368103	80000
430581103	0
430532102	30000
430368104	20000
430581104	2000
430364103	20000
430530104	30000
430371102	10000
430526103	30000
430276104	120000
430368102	20000
430275104	25000
430556105	0
430506103	0
430529103	0
430526104	7000
430510103	0
441919106	60000
430647103	60000
430722103	35200
430611103	0
430732102	30000
430732103	0
430712105	80000
430665103	0
430712106	0
430659102	0
430714101	60000
430714102	45000
430665102	0
430314103	0
430523102	0
430528101	0
440413103	0
430279104	24000
430344431	0
430345431	0
430282105	0
430502104	0
430523101	0
430339103	0
430545106	0
430380103	0
430356103	0
430545104	36000
430318102	6000
430365431	20000
430339105	0
430340103	0
430281104	24000
430560105	0
430604101	0
430604103	0
430523105	0
430605101	100000
430278103	20000
430165401	0
430550103	0
430599103	0
430282104	36000
430310102	0
430545105	0
430310103	0
430277103	0
430281103	0
430279102	0
430507103	48000
430545107	0
430575431	0
430507104	0
430604104	70000
430344103	0
430560104	0
440514105	20000
430580104	0
430372103	20000
430548103	0
430318103	0
430339104	0
430547103	0
430306103	0
430277104	24000
430345103	0
430345102	0
430523106	0
440413104	0
430345104	20000
430528104	0
440453104	24000
430599101	0
430534103	0
430341103	0
440514106	0
430548104	0
430340104	0
430560103	0
440514103	0
430341104	0
430497103	0
430306104	0
430580102	20000
430548102	0
430559106	0
430318431	0
430502102	0
430605104	120000
430344101	14000
430497104	0
440514104	0
430580103	0
430433103	0
430431106	0
430495104	9000
430434102	0
430433102	0
430397111	0
430487103	0
430495103	30000
430424102	0
430473104	12000
430420105	30000
430469102	0
430471104	22000
430478106	24000
430473105	13000
440099431	0
441538102	0
441997106	8000
441524105	0
441519105	0
441524103	0
442000106	0
441998103	50000
441986105	0
442001106	0
442000103	0
441992103	0
442001107	0
441997105	7500
441992104	0
441524104	0
441997103	0
441998105	30000
441905111	0
441911108	0
441915104	0
441922109	18000
441943105	0
441936102	36000
441926103	0
441918103	0
441922105	20000
441926101	0
441895102	0
441945104	0
441944102	15000
441916107	4000
441905103	0
441893106	0
441909103	0
441926102	0
441905102	0
441916105	0
441911103	0
441893103	0
441893104	0
441930104	0
441930102	0
441900103	0
441916110	0
441911102	0
441943104	0
441903102	0
441922106	0
441900106	10000
441937104	25000
441945103	30000
441916104	24000
441905109	0
441922107	30000
441915103	36000
441900108	0
441893105	0
441900104	30000
441905104	0
441916106	0
441866104	7200
441962103	0
441966102	0
441863101	0
441863104	0
441958101	36000
441953103	0
441877103	0
441962105	60000
441969106	0
441957431	39000
441866103	0
441960102	0
441949105	0
441959103	0
441953104	25000
441963103	0
441969107	0
441974104	0
441953102	30000
441865103	0
441957103	0
441966101	0
441870103	36000
441958103	12500
441960106	43200
441864106	0
441887103	0
441874103	0
441882103	28000
441952105	0
441947103	0
441960101	36000
441876104	0
441887104	0
441878102	0
441970104	0
441954103	28000
441875104	0
441865101	12000
441969105	0
441878103	0
441971104	24000
441969103	0
441876103	0
441960107	4000
441962104	48000
441947104	0
441874102	2500
441972104	36000
441973103	0
441864104	2000
441969104	0
441965103	30000
441954105	0
441964102	0
441953107	0
441957104	0
441864105	0
441965105	0
441969102	0
441971105	2000
441875103	0
441887101	0
441875101	0
441646103	6000
441646105	10000
441646106	8000
441646104	6000
441645103	0
441645104	0
440588105	13000
440580103	0
441086104	0
441086102	0
440647104	0
441086103	0
440588103	16000
440640103	36000
440640104	4000
360292104	0
441113104	0
440912104	40000
441469104	0
440526103	4000
441256104	0
440557103	0
440555103	0
440555431	0
440552103	36000
440496103	0
440508107	0
440515106	0
440530102	0
441256108	0
440528431	0
440526104	30000
440528432	20000
440502102	8000
441257105	0
440557101	40000
441256105	0
441260104	0
440552431	3000
440482102	0
441259102	15000
441256106	0
441257104	4000
440477106	80000
440535104	0
441238103	30000
440538105	25000
440533105	20000
440538104	25000
440516104	36000
440477103	30000
440534103	20000
440493102	0
440516102	33000
441238102	20000
441241104	36000
441237103	40000
440485104	0
441239103	20000
440533103	20000
440518431	40000
440519106	0
440485103	40000
